0x5ba2e20e: aabbMax
0xd37d7b7d: FldObj_StairWood_A_M_01
0x2c3f4c60: FldObj_StairWood_A_M_Dummy_01
0x9aff3af5: FldObj_StartGate
0x1f6a7a97: FldObj_StartGate_Far
0x1d4f2da6: FldObj_StoneLodgeBroken_A
0x0d85a177: FldObj_StoneLodgeBroken_A_01
0x88e9d531: FldObj_StoneWallBroken_A
0x8f003345: FldObj_StoneWallBroken_A_02
0xf80703d3: FldObj_StoneWallBroken_A_03
0x66639670: FldObj_StoneWallBroken_A_04
0x3329367e: FldObj_StreetLightGerdo_A_01
0xaa2067c4: FldObj_StreetLightGerdo_A_02
0x43dccae6: FldObj_StreetLightGerdo_KnightDoll
0xc61b652a: FldObj_SunazarashiRace_A
0x5e7291e2: FldObj_SunazarashiRace_A_Far
0x65feb7bc: FldObj_Terminal
0x44f39d15: FldObj_Terminal_A_01
0x2d315c9d: FldObj_TorchStand_A
0xa422bfba: FldObj_TorchStand_A_01
0xe0ee5330: FldObj_TorchStandBone_A
0xe476a2ce: FldObj_TorchStandBone_A_01
0x0921420f: FldObj_TorchStandBone_A_01_100enemy
0x421307b0: FldObj_TorchStandRiverside_A
0x1898af1d: FldObj_TorchStandRiverside_A_01
0xa5d54be7: FldObj_TravelerTrace_A
0xb1a3b5bd: FldObj_TravelerTrace_Bed_A_01
0xfa509096: FldObj_TravelerTrace_Branch_A_01
0x3b5a723f: FldObj_TravelerTrace_Garbage_A_01
0x74016b80: FldObj_TravelerTrace_Ground_A_01
0xc32d1a44: FldObj_TravelerTrace_Mark_A_01
0xfec197ad: FldObj_TravelerTrace_Tent_A
0x15faa660: FldObj_TravelerTrace_Tent_A_01
0xcb0d1a54: FldObj_TreeRootTropical_A
0xe816a04a: FldObj_TreeRootTropical_A_Far
0x963a54e0: FldObj_TreeRootTropical_A_L_01
0x85df5430: FldObj_TreeRootTropical_A_L_01_Far
0x0f33055a: FldObj_TreeRootTropical_A_L_02
0xc27f2ee0: FldObj_TreeRootTropical_A_L_02_Far
0x783435cc: FldObj_TreeRootTropical_A_L_03
0xff1f0750: FldObj_TreeRootTropical_A_L_03_Far
0xe650a06f: FldObj_TreeRootTropical_A_L_04
0x4d3fdb40: FldObj_TreeRootTropical_A_L_04_Far
0x2e863385: FldObj_TreeRootTropical_A_M_01
0xb78f623f: FldObj_TreeRootTropical_A_M_02
0xc08852a9: FldObj_TreeRootTropical_A_M_03
0x33b507ce: FldObj_TreeRootTropical_A_M_03_Far
0x5eecc70a: FldObj_TreeRootTropical_A_M_04
0x29ebf79c: FldObj_TreeRootTropical_A_M_05
0xb0e2a626: FldObj_TreeRootTropical_A_M_06
0xc7e596b0: FldObj_TreeRootTropical_A_M_07
0x575a8b21: FldObj_TreeRootTropical_A_M_08
0x205dbbb7: FldObj_TreeRootTropical_A_M_09
0x9e401329: FldObj_TreeRootTropical_A_S_01
0x07494293: FldObj_TreeRootTropical_A_S_02
0x25c0b9ee: FldObj_TreeRootTropicalParts_A_L_01
0xbcc9e854: FldObj_TreeRootTropicalParts_A_L_02
0xcbced8c2: FldObj_TreeRootTropicalParts_A_L_03
0x55aa4d61: FldObj_TreeRootTropicalParts_A_L_04
0xfb223902: FldObj_TwoWheels_A
0x42b834a1: FldObj_VolcanicBomb
0x8dbd94e4: FldObj_VolcanicBomb_A_01
0x3d356516: FldObj_VolcanicBomb_Field
0x1108b31f: FldObj_Wagon_A
0xc0701743: FldObj_Wagon_A_01
0xd74933e1: FldObj_WagonBroken_A
0x4572a012: FldObj_WagonBroken_A_01
0x99a75751: FldObj_WagonBrokenShelter_A
0xc60f3f90: FldObj_WagonBrokenShelter_A_01
0xd5d8a283: FldObj_WallBokoFortress_A_01
0x9e9882fb: FldObj_WallBokoFortress_A_01_Far
0x4cd1f339: FldObj_WallBokoFortress_A_02
0xd938f82b: FldObj_WallBokoFortress_A_02_Far
0x0161d095: FldObj_WaterFall_A
0x082635ba: FldObj_WaterFall_A_Far
0x93dbf10c: FldObj_WaterFall_A_M_01
0xf1ca0319: FldObj_WaterFall_A_M_01_Far
0x7dd59020: FldObj_WaterFall_A_M_03
0x8b0a5079: FldObj_WaterFall_A_M_03_Far
0xe3b10583: FldObj_WaterFall_A_M_04
0x392a8c69: FldObj_WaterFall_A_M_04_Far
0xba14801a: FldObj_WaterFall_A_S_02
0xcd13b08c: FldObj_WaterFall_A_S_03
0x808b16b5: FldObj_WaterFallAkkare_A
0xb35e5552: FldObj_WaterFallAkkare_A_01
0x79f3c2f2: FldObj_WaterFallAkkare_A_01_Far
0x2a5704e8: FldObj_WaterFallAkkare_A_02
0x3e53b822: FldObj_WaterFallAkkare_A_02_Far
0x5d50347e: FldObj_WaterFallAkkare_A_03
0x03339192: FldObj_WaterFallAkkare_A_03_Far
0x0318d8a6: FldObj_WaterFallAkkare_A_Far
0x0cab4303: FldObj_WaterFallBottom_A
0x8e2f5ea5: FldObj_WaterFallBottom_A_01
0x005b07ab: FldObj_WaterFallBottom_A_01_Far
0x17260f1f: FldObj_WaterFallBottom_A_02
0x47fb7d7b: FldObj_WaterFallBottom_A_02_Far
0x60213f89: FldObj_WaterFallBottom_A_03
0x7a9b54cb: FldObj_WaterFallBottom_A_03_Far
0xfe45aa2a: FldObj_WaterFallBottom_A_04
0xc8bb88db: FldObj_WaterFallBottom_A_04_Far
0x89429abc: FldObj_WaterFallBottom_A_05
0xf5dba16b: FldObj_WaterFallBottom_A_05_Far
0x104bcb06: FldObj_WaterFallBottom_A_06
0x674cfb90: FldObj_WaterFallBottom_A_07
0x8f1bf20b: FldObj_WaterFallBottom_A_07_Far
0x20fcce12: FldObj_WaterFallBottom_A_Far
0xea294db1: FldObj_WaterFallCliffWhite_A_01
0xa52b687b: FldObj_WaterFallFilone_A
0x4f0519ad: FldObj_WaterFallFilone_A_01
0x33328a0f: FldObj_WaterFallFilone_A_01_Far
0xd60c4817: FldObj_WaterFallFilone_A_02
0x7492f0df: FldObj_WaterFallFilone_A_02_Far
0xa10b7881: FldObj_WaterFallFilone_A_03
0x49f2d96f: FldObj_WaterFallFilone_A_03_Far
0x2ee66c67: FldObj_WaterFallFilone_A_Far
0xdb59bf90: FldObj_WaterFallFilone_A_S_01
0x0deacea4: FldObj_WaterFallFilone_A_S_01_Far
0x4250ee2a: FldObj_WaterFallFilone_A_S_02
0x4a4ab474: FldObj_WaterFallFilone_A_S_02_Far
0x25bf6438: FldObj_WaterFallFirst_A
0x660e32e5: FldObj_WaterFallFirst_A_01
0xf8cc127b: FldObj_WaterFallFirst_A_01_Far
0xff07635f: FldObj_WaterFallFirst_A_02
0xbf6c68ab: FldObj_WaterFallFirst_A_02_Far
0x56c8aeee: FldObj_WaterFallFirst_A_Far
0x2bd47adf: FldObj_WaterFallHateru_A_01
0x6a69c67e: FldObj_WaterFallHateru_A_01_Far
0x417aa369: FldObj_WaterFallHyrulePrairie_A
0x64c501b0: FldObj_WaterFallHyrulePrairie_A_01
0xe432d98b: FldObj_WaterFallHyrulePrairie_A_01_Far
0x4dcbc0a6: FldObj_WaterFallHyrulePrairie_A_Far
0x2b4a5219: FldObj_WaterFallKakariko_A_01
0xe0d3c768: FldObj_WaterFallKakariko_A_01_Far
0xd03e9078: FldObj_WaterFallLakeFloria_A_01
0x905e8246: FldObj_WaterFallLakeFloria_A_01_Far
0x4937c1c2: FldObj_WaterFallLakeFloria_A_02
0xd7fef896: FldObj_WaterFallLakeFloria_A_02_Far
0x3e30f154: FldObj_WaterFallLakeFloria_A_03
0xea9ed126: FldObj_WaterFallLakeFloria_A_03_Far
0xb3722a75: FldObj_WaterFallLakeFloria_A_S_01
0x228a11b6: FldObj_WaterFallLakeFloria_A_S_01_Far
0x2a7b7bcf: FldObj_WaterFallLakeFloria_A_S_02
0x652a6b66: FldObj_WaterFallLakeFloria_A_S_02_Far
0x837a6a0a: FldObj_WaterFallLakeHylia_A_01
0x8f4c9618: FldObj_WaterFallLakeHylia_A_01_Far
0x01602478: FldObj_WaterFallLanayru_A
0xf0813f41: FldObj_WaterFallLanayru_A_01
0x976abd8f: FldObj_WaterFallLanayru_A_01_Far
0x69886efb: FldObj_WaterFallLanayru_A_02
0xd0cac75f: FldObj_WaterFallLanayru_A_02_Far
0x1e8f5e6d: FldObj_WaterFallLanayru_A_03
0xedaaeeef: FldObj_WaterFallLanayru_A_03_Far
0x80ebcbce: FldObj_WaterFallLanayru_A_04
0x5f8a32ff: FldObj_WaterFallLanayru_A_04_Far
0xf7ecfb58: FldObj_WaterFallLanayru_A_05
0x62ea1b4f: FldObj_WaterFallLanayru_A_05_Far
0x87e54612: FldObj_WaterFallLanayru_A_Far
0xfb9f3909: FldObj_WaterFallLanayru_A_S_01
0x629668b3: FldObj_WaterFallLanayru_A_S_02
0x97208c9c: FldObj_WaterFallSeal_A_01
0x32cea7c3: FldObj_WaterFallSeal_Hateru_A_01
0x664f935f: FldObj_WaterFallZora_A_S_02
0x44097119: FldObj_WaterPlane_A
0x4a36eefe: FldObj_WaterPlane_A_01
0xc300a1e4: FldObj_WeaponStand_A
0x0fce7341: FldObj_WeaponStand_A_01
0x0800ef7c: FldObj_Windmill_A
0x9234f849: FldObj_Windmill_A_01
0xfc304f2c: FldObj_Windmill_A_01_Far
0x0b3da9f3: FldObj_Windmill_A_02
0xbb9035fc: FldObj_Windmill_A_02_Far
0x895c7be7: FldObj_Windmill_A_Far
0x8494b722: FldObj_WindmillWheel
0x28e0883f: FldObj_WindmillWheel_A_01
0xb1e9d985: FldObj_WindmillWheel_A_02
0xe4c5f60b: FldObj_WorldEnd_A
0xb3841957: FldObj_WorldEnd_A_01
0x4c7a6bf1: FldObj_WorldEnd_A_01_Far
0x2a8d48ed: FldObj_WorldEnd_A_02
0x0bda1121: FldObj_WorldEnd_A_02_Far
0x5d8a787b: FldObj_WorldEnd_A_03
0x36ba3891: FldObj_WorldEnd_A_03_Far
0x7372f665: FldObj_WorldEnd_A_Far
0x6a9925fb: FlyingBalloonObserverTag
0xab1e979d: FlyLocater
0xc729b199: ForbidWolfLinkAreaTag
0x039a952b: ForceSetPosDirAutoSaveAnchor
0x37eda606: Fox
0xf9fde750: Frog
0x208c0cb8: Frog_Demo
0x1ae8ff8a: FrontierVillageSpotBgmTag
0xa5571e67: FX_CliffWhiteWaterFall_01
0x51da6332: G3_GOAL_00
0xe9a54b14: G3_JCT_00
0xe4cc3d8b: G4_MID_00
0x36d173d2: G5_JCT_10
0x28663d15: G5_MID_00
0x89231859: G5_RD_00
0x306075be: G6_GOAL_30
0x47674528: G6_GOAL_31
0xde6e1492: G6_GOAL_32
0xa9692404: G6_GOAL_33
0x400a8131: G6_GOAL_35
0x7f21e379: G6_GOAL_40
0xb85e7431: G6_JCT_10
0xcf5944a7: G6_JCT_11
0x8a6816b3: G6_JCT_30
0xfd6f2625: G6_JCT_31
0x6466779f: G6_JCT_32
0x13614709: G6_JCT_33
0xfa02e23c: G6_JCT_35
0xc5298074: G6_JCT_40
0x6e7ad28c: G6_JCT_K_00
0x8074b3a0: G6_JCT_K_02
0x69171695: G6_JCT_K_04
0x1e102603: G6_JCT_K_05
0x7761e3cd: G6_JCT_K_10
0x0066d35b: G6_JCT_K_11
0x996f82e1: G6_JCT_K_12
0x59a422be: G6_JCT_N_00
0xa6e93af6: G6_MID_00
0xd1ee0a60: G6_MID_01
0x48e75bda: G6_MID_02
0x3fe06b4c: G6_MID_03
0xb8cb02c4: G6_RD_00
0xcfcc3252: G6_RD_01
0x066b748d: G6_RD_K_00
0x716c441b: G6_RD_K_01
0x31b584bf: G6_RD_N_00
0x46b2b429: G6_RD_N_01
0xdfbbe593: G6_RD_N_02
0x6a433a68: G7_MID_00
0xd38ffdef: G8_GOAL_00
0xa488cd79: G8_GOAL_01
0x3d819cc3: G8_GOAL_02
0x4a86ac55: G8_GOAL_03
0xd4e239f6: G8_GOAL_04
0xb4cf5742: G8_JCT_00
0xc3c867d4: G8_JCT_01
0x5ac1366e: G8_JCT_02
0x2dc606f8: G8_JCT_03
0xb3a2935b: G8_JCT_04
0xadd46603: G8_JCT_10
0xdad35695: G8_JCT_11
0x43da072f: G8_JCT_12
0xb36328c4: G8_MID_00
0x8b40541a: GaleArrow
0x96d89b5e: GamanFire
0x38774e43: GamanStand01
0xa17e1ff9: GamanStand02
0x143c3954: GameBlanceLocater
0xbd63ce2a: GameDataCalcMachine
0xe28f594f: GameRomCamera
0x2777b9f1: GameRomHorse
0x3466ef64: GameRomHorse00L
0xb96ee291: GameRomHorse00S
0x705bd895: GameRomHorse01
0xe952892f: GameRomHorse02
0x9e55b9b9: GameRomHorse03
0x00312c1a: GameRomHorse04
0x77361c8c: GameRomHorse05
0xee3f4d36: GameRomHorse06
0x99387da0: GameRomHorse07
0x09876031: GameRomHorse08
0x7e8050a7: GameRomHorse09
0x1e47d942: GameRomHorse10
0x6940e9d4: GameRomHorse11
0xf049b86e: GameRomHorse12
0x874e88f8: GameRomHorse13
0x192a1d5b: GameRomHorse14
0x6e2d2dcd: GameRomHorse15
0xf7247c77: GameRomHorse16
0x80234ce1: GameRomHorse17
0x109c5170: GameRomHorse18
0x679b61e6: GameRomHorse19
0x356a8a81: GameRomHorse20
0x426dba17: GameRomHorse21
0xdb64ebad: GameRomHorse22
0xac63db3b: GameRomHorse23
0xa455fe4e: GameRomHorseBone
0x211baf0f: GameRomHorseEpona
0x2ca81b8c: GameRomHorseNushi
0xa6496f44: GameRomHorseReins_00
0xdc7f2ed0: GameRomHorseReins_00L
0xd14e5fd2: GameRomHorseReins_01
0x48470e68: GameRomHorseReins_02
0x3f403efe: GameRomHorseReins_03
0xa124ab5d: GameRomHorseReins_04
0xd6239bcb: GameRomHorseReins_05
0x4f2aca71: GameRomHorseReins_06
0xe81cdf53: GameRomHorseSaddle_00
0x5fe2fea7: GameRomHorseSaddle_00L
0xd2eaf352: GameRomHorseSaddle_00S
0x9f1befc5: GameRomHorseSaddle_01
0x0612be7f: GameRomHorseSaddle_02
0x71158ee9: GameRomHorseSaddle_03
0xef711b4a: GameRomHorseSaddle_04
0x98762bdc: GameRomHorseSaddle_05
0x017f7a66: GameRomHorseSaddle_06
0x5cc55e22: GameRomHorseZelda
0x774196e5: GameROMPlayer
0xa54d3e3f: Ganon
0x74764720: GanonBeam
0x6a3133f8: GanonBeast
0x1f65eb17: GanonBeastBeam
0xfc3a9aee: GanonFlameBall
0x5a25495f: GanonGhost
0x126d2ba0: GanonIceBullet
0x208c6bf5: GanonIronPile
0xd7153c7f: GanonNormalArrow
0x66f2a1b3: GanonPillarOfFlame
0x0d2ff55c: GanonSeaOfFlame
0xe514d2b4: GanonShockWave
0xd3fddf0f: GanonSpearForThrowing
0x17485ac5: GanonThunder
0xc4bb291e: GanonTornado
0x1cbe3a4e: GelEnemy
0x552ac0e7: generalLife
0x3e1c83c8: Gerud_SecretClubDoor_A
0xbddd738c: Gerudo
0x3a9660cd: GerudoCloth
0xc796fbb7: GerudoDesert
0x7d23945e: GerudoHighlands
0xd6c61953: GetItem
0x29adc9e5: GetItemSound
0x8fdc99d6: Giant
0x43ca585d: Giant_Bomb_Weapon
0x36240c55: Giant_Bone
0x3ab15c2f: Giant_Rock_Weapon
0x8093bdff: GiantArmor
0xc42b19aa: GiantEnemy
0xf44aee62: GiantGreave_Iron_L
0x0e45d301: GiantGreave_Iron_R
0x58715b6c: GiantGreave_Wood_L
0xa27e660f: GiantGreave_Wood_R
0xd9053e63: GlobalParameter
0x4f82dc46: Goat
0x6c2c11aa: Goat_Cattle
0x25f02452: Golem
0x1fbeeb79: Golem_Arm_1_L_Rock
0x52ef4fe9: Golem_Arm_1_L_Rock_Fire
0xfaa78580: Golem_Arm_1_L_Rock_Ice
0x26628892: Golem_Arm_1_R_Rock
0xae6fa024: Golem_Arm_1_R_Rock_Fire
0xc3c034db: Golem_Arm_1_R_Rock_Ice
0x9131ec9a: Golem_Arm_2_L_Rock
0xef252327: Golem_Arm_2_L_Rock_Fire
0x8d395770: Golem_Arm_2_L_Rock_Ice
0xa8ed8f71: Golem_Arm_2_R_Rock
0x13a5ccea: Golem_Arm_2_R_Rock_Fire
0xb45ee62b: Golem_Arm_2_R_Rock_Ice
0x957dd11f: Golem_Fire
0xb14e1b6e: Golem_Fire_Mini
0xbf91c7fb: Golem_Ice
0xd6fb97de: Golem_Ice_Mini
0xadbd4768: Golem_Mini
0xe8c5c317: GolemPart
0xbe97a88f: GolemPartFire
0xe1b2c541: GolemPartIce
0x50ae1318: Goron
0x4a2929c0: GrassCutTag
0xb4850b92: Grasshopper
0xb8a33a41: GreatFairyBeforeRevival
0xc56d0b8d: Grudge_HyruleCastle
0xe021e661: GrudgeMarkEffectLocater
0x9d3e0203: Guardian
0xb8028db3: Guardian_A
0x4173386b: Guardian_A_Body
0xf3e9e199: Guardian_A_Break
0x31da7d62: Guardian_A_BrokenLeg
0x7aef6ba1: Guardian_A_BrokenLeg_L
0x4d84698c: Guardian_A_BrokenLeg_L_Moss
0x8b638df1: Guardian_A_BrokenLeg_L_Sand
0x1d9aba53: Guardian_A_BrokenLeg_L_Snow
0xf7e76654: Guardian_A_BrokenLeg_S
0xbf04d9c2: Guardian_A_BrokenLeg_S_Moss
0x79e33dbf: Guardian_A_BrokenLeg_S_Sand
0xef1a0a1d: Guardian_A_BrokenLeg_S_Snow
0x1150efce: Guardian_A_Leg
0x665c4aa6: Guardian_A_Leg_L
0x7cd6a33d: Guardian_A_Leg_Moss
0xae5cf8f1: Guardian_A_Leg_Old
0xeb544753: Guardian_A_Leg_S
0xba314740: Guardian_A_Leg_Sand
0x2cc870e2: Guardian_A_Leg_Snow
0x5bddbb64: Guardian_A_Old
0x84f46e0f: Guardian_A_Perfect
0x7d08368c: Guardian_C_Propeller
0x9abace0b: Guardian_Mini
0xcfea8e66: GuardianBeam
0x04d2319a: GuardianBeam_RemainsWind
0xbec94824: GuardianBeamCannon
0xe903c3de: GuardianComponent
0x515a37bd: GuardianMiniBeam
0x4e5eb1aa: GuardianMiniBeam_Junior
0x39d05ea2: GuardianMiniBeam_Middle
0x0a67757b: GuardianMiniBeam_Senior
0x66ed8c30: GuardianMiniFinalBeam
0x1889cd32: GuardianMiniFinalBeam_Junior
0x6f07223a: GuardianMiniFinalBeam_Middle
0x5cb009e3: GuardianMiniFinalBeam_Senior
0x90a831de: GuardianMiniLineBeam
0xde5c8e91: GuardianMiniLineBeam_Junior
0xa9d26199: GuardianMiniLineBeam_Middle
0x9a654a40: GuardianMiniLineBeam_Senior
0xb589e511: GuardianWeakPoint
0xf8f11cfb: Gull
0xac5de059: GutsRecover
0xa0d138bf: H3_GOAL_00
0xd7d60829: H3_GOAL_01
0x4edf5993: H3_GOAL_02
0x39d86905: H3_GOAL_03
0x361c84c5: H3_JCT_00
0x411bb453: H3_JCT_01
0xd812e5e9: H3_JCT_02
0xaf15d57f: H3_JCT_03
0x58008512: H3_JCT_11
0x31b0fb43: H3_MID_00
0x25c2bc9d: H4_JCT_10
0x52c58c0b: H4_JCT_11
0x8e2ab8f4: H6_GOAL_40
0xf92d8862: H6_GOAL_41
0x7efc8aa1: H6_JCT_00
0x09fbba37: H6_JCT_01
0x67e7bbe0: H6_JCT_10
0x10e08b76: H6_JCT_11
0x55d1d962: H6_JCT_30
0x22d6e9f4: H6_JCT_31
0x1a904fa5: H6_JCT_40
0x6d977f33: H6_JCT_41
0x61eb1068: H6_RD_00
0x16ec20fe: H6_RD_01
0x8fe57144: H6_RD_02
0xf8e241d2: H6_RD_03
0x2284a662: H8_GOAL_00
0x558396f4: H8_GOAL_01
0xcc8ac74e: H8_GOAL_02
0x6b769893: H8_JCT_00
0x1c71a805: H8_JCT_01
0x8578f9bf: H8_JCT_02
0x726da9d2: H8_JCT_10
0x056a9944: H8_JCT_11
0x6cdae715: H8_MID_00
0x1bddd783: H8_MID_01
0x82d48639: H8_MID_02
0x82851707: HangedLamp
0x18535dd1: Hashes
0x4c2ac281: HateruSea
0x8cef5938: Hawk
0xe58709c8: HazeEffectLocater_r50
0x2914cad2: HeavyRain
0xa8c5e5cc: HeavySnow
0xc0f6cf5c: HeburaMountains
0xf54de50f: height
0xf1fcc1b8: Hero
0xb7b6e8f6: HiddenKorok
0x6e2ba5db: HiddenKorokFly
0x3f0746fc: HideBarrel
0x12dbb588: HingeBoard
0xa888f198: homeArea
0xa35b001c: Horse
0x9b56dc64: Horse_A
0x8b68122c: Horse_Link
0xc918cf51: Horse_Link_L
0xfa3edb07: Horse_Link_Mane
0x36cbfc27: Horse_Link_Mane_00L
0x4fb694f8: Horse_Link_Mane_00L_Reduction
0xb0db9156: Horse_Link_Mane_01
0x6c6cf24e: Horse_Link_Mane_01_Reduction
0x29d2c0ec: Horse_Link_Mane_02
0x5ed5f07a: Horse_Link_Mane_03
0xc0b165d9: Horse_Link_Mane_04
0xb7b6554f: Horse_Link_Mane_05
0x2ebf04f5: Horse_Link_Mane_06
0x59b83463: Horse_Link_Mane_07
0xc90729f2: Horse_Link_Mane_08
0xbe001964: Horse_Link_Mane_09
0x9deced21: Horse_Link_Mane_Grabbed
0x7d2e3e4e: Horse_Link_Mane_Grabbed_Bear
0x74f22290: Horse_Link_Mane_Grabbed_Bone
0x3c29a496: Horse_Link_Mane_Grabbed_Deer
0xdfc5dffa: Horse_Link_Mane_Grabbed_Doe
0x6744eaf8: Horse_Link_Mane_Grabbed_Large
0x4d134383: Horse_Link_Mane_Grabbed_Nushi
0xaaf71f1f: Horse_Link_Mane_GrabbedModel
0x43c2f743: Horse_Link_Mane_GrabbedModel_L
0x5dd0397a: Horse_Link_Mane_L
0x596cea65: Horse_Link_Mane_L_Reduction
0x5a4d9793: Horse_Link_Mane_Reduction
0xfd165b96: Horse_Link_Reins_00
0x8a116b00: Horse_Link_Reins_01
0x13183aba: Horse_Link_Reins_02
0x641f0a2c: Horse_Link_Reins_03
0xfa7b9f8f: Horse_Link_Reins_04
0x8d7caf19: Horse_Link_Reins_05
0x1475fea3: Horse_Link_Reins_06
0x227ba11b: Horse_Link_Reins_L
0x809a339f: Horse_Link_Saddle_00
0xf79d0309: Horse_Link_Saddle_01
0x6e9452b3: Horse_Link_Saddle_02
0x19936225: Horse_Link_Saddle_03
0x87f7f786: Horse_Link_Saddle_04
0xf0f0c710: Horse_Link_Saddle_05
0x69f996aa: Horse_Link_Saddle_06
0x9546bc64: Horse_Link_Saddle_BackPack
0xa98d1994: Horse_Link_Saddle_L
0x8be3ea27: Horse_Nushi
0x692ee03d: Horse_Nushi_Mane_GrabbedModel
0x6555c482: HorseAssociationCustum001
0xfc5c9538: HorseAssociationCustum002
0x8b5ba5ae: HorseAssociationCustum003
0x153f300d: HorseAssociationCustum004
0x4f17fdda: horseASVariation
0x992b8ea3: HorseBone
0x236752b4: HorseDonkey
0xe1e40bdb: HorseDonkey_B
0x2c585642: horseGearTopChargeNum
0x156c619c: HorseGod001
0xd8795242: HorseLarge
0x83cea13c: horseNature
0xf22efb39: HorseNushi
0x1c2707a0: HorseObject
0x4f9d36d9: HorsePlacmentAnchor
0xbdaeae7f: HorseReins
0x23a69ea9: HorseSaddle
0xdf7d852a: HorseSpeedLimitTag
0xeb75b86a: horseUnitRiddenAnimalType
0x77d1b8e7: Hylia
0xd0e11c74: HyliaArmor
0xd4e578dd: HyliaLake
0xc0a499bf: HyruleForest
0xd8cc8d74: HyruleHill
0x590e34e5: I2_RD_00
0x2e090473: I2_RD_01
0xb70055c9: I2_RD_02
0xc007655f: I2_RD_03
0x5e63f0fc: I2_RD_04
0x2964c06a: I2_RD_05
0xb06d91d0: I2_RD_06
0x643e0042: I3_GOAL_30
0x133930d4: I3_GOAL_31
0x8a30616e: I3_GOAL_32
0xfd3751f8: I3_GOAL_33
0x6353c45b: I3_GOAL_34
0x5660a010: I3_JCT_01
0x387ca1c7: I3_JCT_10
0x4f7b9151: I3_JCT_11
0xd672c0eb: I3_JCT_12
0x0a4ac345: I3_JCT_30
0x7d4df3d3: I3_JCT_31
0xe444a269: I3_JCT_32
0x934392ff: I3_JCT_33
0x0d27075c: I3_JCT_34
0x887e0fc7: I3_RD_01
0xe6620e10: I3_RD_10
0x91653e86: I3_RD_11
0x086c6f3c: I3_RD_12
0x7f6b5faa: I3_RD_13
0x39d2514e: I7_GOAL_30
0x4ed561d8: I7_GOAL_31
0x6f88f6c8: I7_GOAL_50
0x188fc65e: I7_GOAL_51
0x8e00cdbf: I7_JCT_30
0xf907fd29: I7_JCT_31
0xc1415b78: I7_JCT_40
0xb6466bee: I7_JCT_41
0x2f4f3a54: I7_JCT_42
0x58480ac2: I7_JCT_43
0xd85a6a39: I7_JCT_50
0xaf5d5aaf: I7_JCT_51
0xea6c08bb: I7_JCT_70
0x9d6b382d: I7_JCT_71
0x7c312bd4: I7_RD_01
0xe5387a6e: I7_RD_02
0xd03f0859: I7_RD_JCT_00
0xa73838cf: I7_RD_JCT_01
0x3e316975: I7_RD_JCT_02
0x493659e3: I7_RD_JCT_03
0xd752cc40: I7_RD_JCT_04
0x6e43f819: IceArrow
0x66095264: IceBall
0x89fcc6ae: IceBallLv2
0x356f8105: IceBlock
0x48ad9c52: IceRodLv1Ice
0x5a1833bc: IceRodLv2Ice
0x01cef5c9: IceWall
0x67b05eef: IceWall_100enemy
0x349007ab: IceWall_Tower
0x7af34b2c: IceWallRuins
0x283e48a7: IceWallRuins_Challenge
0x91b9b8d3: Insect
0x64c73f57: InStoreTag
0x865d3e69: instSize
0x6cf88aeb: invalidTimes
0x56901da9: invalidWeathers
0x02e38b77: IronBall
0xff2fcc45: isHasFar
0xbf298a20: Item
0x9fef0c44: Item_Amiibo
0xdded7b32: Item_Amiibo_DropTable_000
0xaaea4ba4: Item_Amiibo_DropTable_001
0x33e31a1e: Item_Amiibo_DropTable_002
0x44e42a88: Item_Amiibo_DropTable_003
0xda80bf2b: Item_Amiibo_DropTable_004
0xad878fbd: Item_Amiibo_DropTable_005
0x348ede07: Item_Amiibo_DropTable_006
0x4389ee91: Item_Amiibo_DropTable_007
0xd336f300: Item_Amiibo_DropTable_008
0xa431c396: Item_Amiibo_DropTable_009
0xc4f64a73: Item_Amiibo_DropTable_010
0x2d95ef46: Item_Amiibo_DropTable_016
0x5a92dfd0: Item_Amiibo_DropTable_017
0xca2dc241: Item_Amiibo_DropTable_018
0xbd2af2d7: Item_Amiibo_DropTable_019
0xefdb19b0: Item_Amiibo_DropTable_020
0x98dc2926: Item_Amiibo_DropTable_021
0x01d5789c: Item_Amiibo_DropTable_022
0x76d2480a: Item_Amiibo_DropTable_023
0xb6d38be8: Item_Armor_115
0x3d674ebd: Item_Armor_Head_024
0x4a607e2b: Item_Armor_Head_025
0xd3692f91: Item_Armor_Head_026
0xa46e1f07: Item_Armor_Head_027
0x34d10296: Item_Armor_Head_028
0x43d63200: Item_Armor_Head_029
0xea63c594: Item_ArrowAncient
0x8302b120: Item_ArrowAncient_A
0x60eefd3a: Item_ArrowBomb_A
0x7cf8096a: Item_ArrowElectric
0x9bef6513: Item_ArrowElectric_A
0x1024c290: Item_ArrowFire
0x790a1bc0: Item_ArrowFire_A
0x83b290a9: Item_ArrowIce
0xf2eb3534: Item_ArrowIce_A
0x9c9a7aa5: Item_ArrowNormal_A
0xb3eee22a: Item_Boiled_01
0xb4a274f0: Item_Chilled_01
0x2dab254a: Item_Chilled_02
0x5aac15dc: Item_Chilled_03
0xc4c8807f: Item_Chilled_04
0xb3cfb0e9: Item_Chilled_05
0x2ac6e153: Item_Chilled_06
0x48f9ab6a: Item_ChilledFish_01
0xd1f0fad0: Item_ChilledFish_02
0xa6f7ca46: Item_ChilledFish_03
0x38935fe5: Item_ChilledFish_04
0x4f946f73: Item_ChilledFish_05
0xd69d3ec9: Item_ChilledFish_06
