"uint", "hex", "value"
2389741644, "0x8e70904c", "NakedIsland_Rebirth_Reef_2"
2540413197, "0x976ba10d", "NakedIsland_Rebirth_Reef_3"
3626645450, "0xd82a37ca", "NakedIsland_Rebirth_Reef_4"
3241215627, "0xc131068b", "NakedIsland_Rebirth_Reef_5"
3927725384, "0xea1c5548", "NakedIsland_Rebirth_Reef_6"
4077347849, "0xf3076409", "NakedIsland_Rebirth_Reef_7"
1956608198, "0x749f78c6", "NakedIsland_Rebirth_Reef_8"
1837386119, "0x6d844987", "NakedIsland_Rebirth_Reef_9"
3404426104, "0xcaeb6b78", "NakedIsland_Rebirth_Tree_1"
3787864251, "0xe1c638bb", "NakedIsland_Rebirth_Tree_2"
4175235578, "0xf8dd09fa", "NakedIsland_Rebirth_Tree_3"
3080494909, "0xb79c9f3d", "NakedIsland_Rebirth_Tree_4"
2928127612, "0xae87ae7c", "NakedIsland_Rebirth_Tree_5"
1501583837, "0x598059dd", "NakedIsland_Retire"
165552631, "0x09de21f7", "NakedIsland_SetBall_1"
586379828, "0x22f37234", "NakedIsland_SetBall_2"
1005077365, "0x3be84375", "NakedIsland_SetBall_3"
97063560, "0x05c91288", "NakedPlayer"
3689578712, "0xdbea80d8", "name"
439070684, "0x1a2bafdc", "Name"
1608037249, "0x5fd8b381", "NameBalloon"
1936359920, "0x736a81f0", "NavMeshBox_EnemyWipeDungeon"
1516410018, "0x5a6294a2", "NavMeshBox_EnemyWipeDungeon_Large_Lift"
4041385939, "0xf0e2a7d3", "NavMeshCharacterRadiusScale"
1425397678, "0x54f5d7ae", "NavMeshCharacterScaleAtPrecise"
1843046669, "0x6ddaa90d", "NavMeshCut"
2694589858, "0xa09c2da2", "NavMeshFace"
4033972505, "0xf0718919", "NavMeshGoalDistanceTolerance"
1651575995, "0x62710cbb", "NavMeshRadiusScale"
3105674355, "0xb91cd473", "NavMeshSystem"
2580563321, "0x99d04579", "Near"
3190367562, "0xbe29254a", "near%02d"
3450049101, "0xcda3924d", "NearActors"
2099600464, "0x7d255c50", "NearCliffDist"
939283006, "0x37fc523e", "NearCreate"
441940606, "0x1a577a7e", "NearCreateAppearID"
2075995335, "0x7bbd2cc7", "NearCreateAppearType"
353717402, "0x15154c9a", "NearDist"
1468296558, "0x57846d6e", "NearDistance"
3458844971, "0xce29c92b", "NearDistanceAttackRange"
3763815426, "0xe0574402", "NearDistH"
3096996068, "0xb89868e4", "NearDistPoint"
183152986, "0x0aeab15a", "NearDistVMax"
409031989, "0x18615535", "NearDistVMin"
423312675, "0x193b3d23", "NearFriendDist"
1706639995, "0x65b9427b", "NearFriendRate"
1823165840, "0x6cab4d90", "NearGoalDist"
4096781755, "0xf42fedbb", "NearGoalLimitSpd"
2750245658, "0xa3ed6b1a", "NearGoalReduceRate"
1069716730, "0x3fc294fa", "NearGrHeight"
3324833768, "0xc62cefe8", "NearHorseAssociationDistance"
3602617167, "0xd6bb934f", "NearMoveSpeed"
1573314354, "0x5dc6df32", "NearOnly"
125788731, "0x077f623b", "NearPlayerDistanceXZ"
2576426689, "0x999126c1", "NearRange"
103293138, "0x062820d2", "NearRotSpeed"
802416932, "0x2fd3e924", "NearScaffoldDist"
2372243949, "0x8d6591ed", "NearSide"
815036018, "0x30947672", "NearTime"
436590930, "0x1a05d952", "NearTiredOffset"
2453298369, "0x923a5cc1", "NearUse"
287449042, "0x11221fd2", "NearYMax"
61471677, "0x03a9fbbd", "NearYMin"
22296591, "0x0154380f", "Neck"
2730276109, "0xa2bcb50d", "Neck_1"
2308040398, "0x8991e6ce", "Neck_2"
2987294409, "0xb20e7ec9", "Necklace%d"
4115902408, "0xf553afc8", "NecklaceClothObjName"
863800529, "0x337c8cd1", "NecklaceClothParticle2Idx%d"
361510185, "0x158c3529", "NecklaceClothParticleIdx%d"
22193542, "0x0152a586", "NecklaceTgtName%d"
2067747718, "0x7b3f5386", "NecklaceWeaponIdx%d"
292048627, "0x11684ef3", "NeckRotRatio"
923078622, "0x37050fde", "NeckUDAngle"
2486763510, "0x9438fff6", "New"
955587592, "0x38f51c08", "NewFoodAddTime"
440075047, "0x1a3b0327", "NexIsPosTrackUploadAvailableCache"
424495041, "0x194d47c1", "NexIsSaveDataUploadAvailableCache"
1682672437, "0x644b8b35", "NexLastUploadSaveDataTime"
563730532, "0x2199d864", "NexLastUploadTrackBlockHardIndex"
120093201, "0x07287a11", "NexLastUploadTrackBlockIndex"
4272502845, "0xfea9383d", "NexLastUploadTrackBlockTime"
1255064089, "0x4acec219", "NexPosTrackUploadIntervalHoursCache"
105630007, "0x064bc937", "NexsSaveDataUploadIntervalHoursCache"
1094659918, "0x413f2f4e", "NextBulletTimerFail"
1946922395, "0x740bad9b", "NextBulletTimerSuccess"
2813487721, "0xa7b26a69", "NextJumpTimeBase"
3401055369, "0xcab7fc89", "NextJumpTimeRand"
324358484, "0x13555154", "NextPer"
1798204977, "0x6b2e6e31", "NextTimer"
3074703314, "0xb7443fd2", "NexUniqueID_Lower"
3975828587, "0xecfa546b", "NexUniqueID_Upper"
1906494706, "0x71a2ccf2", "Night_A"
1519361841, "0x5a8f9f31", "Night_B"
803171132, "0x2fdf6b3c", "NightStoneBreak"
3883873686, "0xe77f3596", "NightStoneDungeonAppear"
1385709283, "0x52983ee3", "NightStoneRead"
3352896287, "0xc7d9231f", "no name"
3525352786, "0xd2209d52", "NoActionReactTimeMax"
3232463165, "0xc0ab793d", "NoActionReactTimeMin"
3557485194, "0xd40aea8a", "NoAll"
2875154295, "0xab5f5f77", "NoBackStepRange"
3831653748, "0xe4626574", "NoBurnWaterDepth"
582522719, "0x22b8975f", "NoCalcActor"
889137003, "0x34ff276b", "NoChangeTime"
3310856344, "0xc557a898", "NoChemFireEffect"
2432662557, "0x90ff7c1d", "NoChemSearchWpIdx"
4251306373, "0xfd65c985", "NoClimbTime"
2544346514, "0x97a7a592", "NoClimbTimeTired"
3286001840, "0xc3dc68b0", "NoConnect"
2746705612, "0xa3b766cc", "NoCryAnime"
109546736, "0x06878cf0", "NoCryDist"
3737516186, "0xdec5f89a", "NoDamageTime"
1126346000, "0x4322ad10", "Node1"
2116243674, "0x7e2350da", "Node1Name"
4172751476, "0xf8b72274", "Node2Name"
871100881, "0x33ebf1d1", "Node3Name"
787399017, "0x2eeec169", "Node4Name"
2862306951, "0xaa9b5687", "NodeAxisIdx"
39571698, "0x025bd0f2", "NodeName"
2958924512, "0xb05d9ae0", "NodeOffset"
2287994581, "0x886006d5", "NodeRotOffset"
1418961485, "0x5493a24d", "NoDispDisableAppTime"
3763327920, "0xe04fd3b0", "NoDoubleNoticeTime"
2430527166, "0x90dee6be", "NoDrop"
3552062183, "0xd3b82ae7", "NoEnergyTime"
3945283034, "0xeb283dda", "NoErrorCheck"
3531314499, "0xd27b9543", "NoExtend,"
2471642202, "0x9352445a", "NoFade"
1748699634, "0x683b09f2", "NoFixed"
1533272285, "0x5b63e0dd", "NoImage"
3660094377, "0xda289ba9", "Noise_Demo"
3811023119, "0xe327990f", "NoiseCourbette"
963623772, "0x396fbb5c", "NoiseDamage"
1965825579, "0x752c1e2b", "NoiseGear1"
1577143784, "0x5e014de8", "NoiseGear2"
1192918185, "0x471a7ca9", "NoiseGear3"
1084766667, "0x40a839cb", "NoiseGearTop"
3294172962, "0xc4591722", "NoiseLevel"
478202719, "0x1c80cb5f", "NoiseMax"
3952927097, "0xeb9ce179", "NoiseMoveBack"
145147882, "0x08a6c7ea", "NoiseMoveShift"
346869223, "0x14accde7", "NoiseSpeed"
1641299933, "0x61d43fdd", "NoiseValue"
1326962721, "0x4f17d821", "NoiseWait"
2541105044, "0x97762f94", "NoJumpDist"
3988743692, "0xedbf660c", "NoLimit"
3247734043, "0xc1947d1b", "NoLogo"
35355317, "0x021b7ab5", "NoLower"
1605004990, "0x5faa6ebe", "NoModel"
3070930221, "0xb70aad2d", "NoMoveAnchorDist"
682505378, "0x28ae34a2", "NoMoveDist"
449045121, "0x1ac3e281", "NoMoveFriendDecayRate"
1178761915, "0x46427abb", "NoMoveThreshold"
221187658, "0x0d2f0e4a", "NoMoveTime"
731267542, "0x2b9641d6", "NonAutoPlacement"
4111540728, "0xf51121f8", "NonAutoPlacementAnimal"
1075337968, "0x40185af0", "NonAutoPlacementBird"
3858923233, "0xe6027ee1", "NonAutoPlacementEnemy"
418371851, "0x18efd90b", "NonAutoPlacementFish"
2827322468, "0xa8858464", "NonAutoPlacementInsect"
2031810250, "0x791af6ca", "NonAutoPlacementMaterial"
4172441270, "0xf8b266b6", "None"
963856818, "0x397349b2", "none"
1125526385, "0x43162b71", "NonEnemySearchPlayer"
3695403789, "0xdc43630d", "NoNoiseFrame"
3728143022, "0xde36f2ae", "Noon_A"
4112228717, "0xf51ba16d", "Noon_B"
2052441498, "0x7a55c59a", "NoPathTimer"
3831059034, "0xe459525a", "NoPenaltyNum"
3551096651, "0xd3a96f4b", "NoPlayerTerritoryArea"
145896125, "0x08b232bd", "NoRagdollTime"
3333658299, "0xc6b396bb", "NoRequestTime"
4234102347, "0xfc5f464b", "NoRideJumpDiffY"
3925976522, "0xea01a5ca", "NoRiseTime"
1512872966, "0x5a2c9c06", "Normal"
3964073223, "0xec46f507", "normal0ItemName01"
3345721028, "0xc76ba6c4", "normal0ItemName02"
3731920773, "0xde709785", "normal0ItemName03"
2104120465, "0x7d6a5491", "normal0ItemNum01"
1447495506, "0x56470752", "normal0ItemNum02"
1331443219, "0x4f5c3613", "normal0ItemNum03"
753391569, "0x2ce7d7d1", "normal0StuffNum"
3429970881, "0xcc7133c1", "Normal2"
3580494464, "0xd56a0280", "Normal3"
2586547271, "0x9a2b9447", "Normal4"
2201003270, "0x8330a506", "Normal5"
728563166, "0x2b6cfdde", "NormalArrow"
3820402066, "0xe3b6b592", "NormalAS"
955026486, "0x38ec8c36", "NormalASKeyName"
3539619012, "0xd2fa4cc4", "NormalASSlot"
284026968, "0x10ede858", "NormalEntryName"
263557546, "0x0fb591aa", "NormalFrame"
3153191111, "0xbbf1e0c7", "NormalSubject"
2199418586, "0x831876da", "Nose_1"
699613521, "0x29b34151", "NoSearchDist"
3704617422, "0xdccff9ce", "NoSearchFromTiredDist"
1291104873, "0x4cf4b269", "NoseWaterPump"
2751294775, "0xa3fd6d37", "NoShieldEquipWpIdx"
4182967431, "0xf9530487", "NoShieldSearchDist"
1905126110, "0x718deade", "NoShieldTargetNearDist"
3205512271, "0xbf103c4f", "NoSpAttackMoveTime"
3268690383, "0xc2d441cf", "NotAndDo"
1805916862, "0x6ba41abe", "NotCreatePosBase"
3078928771, "0xb784b983", "NotCreateRange"
1710735426, "0x65f7c042", "NotDropFromPlayer"
1190913208, "0x46fbe4b8", "NotEqual"
4029178351, "0xf02861ef", "NoTerrorDist"
2652192217, "0x9e153dd9", "NotFlagActor_0"
2265844888, "0x870e0c98", "NotFlagActor_1"
2286457302, "0x884891d6", "Notice"
3824485731, "0xe3f50563", "Notice_copy"
3304822656, "0xc4fb9780", "NoticeDelayTime"
1762092352, "0x69076540", "NoticeDo"
3579586763, "0xd55c28cb", "NoticeMaskState"
2916923499, "0xaddcb86b", "NoticeRatio"
3165157843, "0xbca879d3", "NoticeSight"
2276949380, "0x87b77d84", "NoticeSound"
3708735898, "0xdd0ed19a", "NoticeSoundSearch"
3193162787, "0xbe53cc23", "NoticeSoundTime"
3977328684, "0xed11382c", "NoticeTerrorLevel"
2094417720, "0x7cd64738", "NoticeWorryRange"
1422959207, "0x54d0a267", "NotReturnDist"
2118447632, "0x7e44f210", "NoUniqueName"
1503990028, "0x59a5110c", "NoUpper"
4153934679, "0xf7980357", "NoUseDRCAppTag"
3792120082, "0xe2072912", "NoWaitRatio"
3760207189, "0xe0203555", "NoWaitWarpAttackKey"
2588031663, "0x9a423aaf", "NoWarnDist"
2046867394, "0x7a00b7c2", "NoWarnHeightMax"
1753961389, "0x688b53ad", "NoWarnHeightMin"
3499420343, "0xd094eab7", "NoWeapon"
4139744449, "0xf6bf7cc1", "NoWeaponRiding"
961535717, "0x394fdee5", "NowLoading"
2632277940, "0x9ce55fb4", "NowLoading_effect1"
3083340919, "0xb7c80c77", "NowLoading_effect2"
2821029655, "0xa8257f17", "NoWork"
229780346, "0x0db22b7a", "NPC"
2692434232, "0xa07b4938", "Npc"
3548466295, "0xd3814c77", "Npc_100enemy_MiniGame"
3208846683, "0xbf431d5b", "Npc_AncientAssistant001"
609202017, "0x244faf61", "Npc_AncientAssistant001_DispNameFlag"
2373287897, "0x8d757fd9", "Npc_AncientAssistant003"
2361990896, "0x8cc91ef0", "Npc_AncientAssistant003_DispNameFlag"
3258247454, "0xc234e91e", "Npc_AncientAssistant004"
398987754, "0x17c811ea", "Npc_AncientAssistant004_DispNameFlag"
1885997453, "0x706a098d", "Npc_AncientDoctor"
1446072359, "0x56315027", "Npc_AncientDoctor_DispNameFlag"
46590421, "0x02c6e9d5", "Npc_AncientDoctor_Hateno"
1157024505, "0x44f6caf9", "Npc_AncientDoctor_Hateno_DispNameFlag"
3788655901, "0xe1d24d1d", "NPC_artist"
2220276185, "0x8456b9d9", "NPC_artist_000"
3493568796, "0xd03ba11c", "NPC_artist_000_DispNameFlag"
2639104152, "0x9d4d8898", "NPC_artist_001"
3059800923, "0xb660db5b", "NPC_artist_002"
2944133658, "0xaf7bea1a", "NPC_artist_003"
3761929437, "0xe03a7cdd", "NPC_artist_004"
4179709340, "0xf9214d9c", "NPC_artist_005"
3524009567, "0xd20c1e5f", "NPC_artist_006"
3407294238, "0xcb172f1e", "NPC_artist_007"
1284453329, "0x4c8f33d1", "NPC_artist_008"
1435763344, "0x55940290", "NPC_artist_009"
2241123310, "0x8594d3ee", "NPC_artist_010"
2626675375, "0x9c8fe2af", "NPC_artist_011"
2201430554, "0x83372a1a", "Npc_Assassin"
3451349593, "0xcdb76a59", "Npc_Assassin_001"
3868866970, "0xe69a399a", "Npc_Assassin_002"
4286646491, "0xff8108db", "Npc_Assassin_003"
2965413404, "0xb0c09e1c", "Npc_Assassin_004"
2849746781, "0xa9dbaf5d", "Npc_Assassin_005"
2197224606, "0x82f6fc9e", "Npc_Assassin_006"
3859404092, "0xe609d53c", "Npc_Assassin_006_Choice0"
4279428221, "0xff12e47d", "Npc_Assassin_006_Choice1"
3560945598, "0xd43fb7be", "Npc_Assassin_006_Choice2"
2616053215, "0x9bedcddf", "Npc_Assassin_007"
477483280, "0x1c75d110", "Npc_Assassin_008"
91152465, "0x056ee051", "Npc_Assassin_009"
3580768559, "0xd56e312f", "Npc_Assassin_010"
4122064808, "0xf5b1b7a8", "Npc_Attacked_001"
1240305537, "0x49ed8f81", "Npc_Attacked_001_DispNameFlag"
4245973604, "0xfd146a64", "Npc_Attacked_001_Reward"
1308765538, "0x4e022d62", "Npc_Attacked_001_Saved"
3734824043, "0xde9ce46b", "Npc_Attacked_002"
1209041344, "0x481081c0", "Npc_Attacked_002_AttackedState"
1485891064, "0x5890e5f8", "Npc_Attacked_002_DispNameFlag"
1213211720, "0x48502448", "Npc_Attacked_002_TerrorState"
3347567914, "0xc787d52a", "Npc_Attacked_003"
3781901840, "0xe16b3e10", "Npc_Attacked_003_DispNameFlag"
3554820834, "0xd3e242e2", "Npc_Attacked_003_Reward"
203893279, "0x0c272a1f", "Npc_Attacked_003_Saved"
2294694893, "0x88c643ed", "Npc_Attacked_004"
461498404, "0x1b81e824", "Npc_Attacked_004_AttackedState"
2053779722, "0x7a6a310a", "Npc_Attacked_004_DispNameFlag"
2962386942, "0xb0926ffe", "Npc_Attacked_004_TerrorState"
2447209132, "0x91dd72ac", "Npc_Attacked_005"
3281119970, "0xc391eae2", "Npc_Attacked_005_DispNameFlag"
2700622696, "0xa0f83b68", "Npc_Attacked_005_Reward"
3393725336, "0xca482398", "Npc_Attacked_005_Saved"
3136299375, "0xbaf0216f", "Npc_Attacked_006"
2619460935, "0x9c21cd47", "Npc_Attacked_006_AttackedState"
3538714779, "0xd2ec809b", "Npc_Attacked_006_DispNameFlag"
1375513427, "0x51fcab53", "Npc_Attacked_006_TerrorState"
2750091310, "0xa3eb102e", "Npc_Attacked_007"
843668694, "0x32495cd6", "Npc_Attacked_007_AttackedState"
1796692851, "0x6b175b73", "Npc_Attacked_007_DispNameFlag"
3438496293, "0xccf34a25", "Npc_Attacked_007_TerrorState"
611519713, "0x24730ce1", "Npc_Attacked_008"
3164814316, "0xbca33bec", "Npc_Attacked_008_AttackedState"
1067423982, "0x3f9f98ee", "Npc_Attacked_008_DispNameFlag"
2590506707, "0x9a67fed3", "Npc_Attacked_008_TerrorState"
1030241696, "0x3d683da0", "Npc_Attacked_009"
315337341, "0x12cbaa7d", "Npc_Attacked_009_AttackedState"
2254717702, "0x86644306", "Npc_Attacked_009_DispNameFlag"
124264357, "0x07681fa5", "Npc_Attacked_009_TerrorState"
3983076574, "0xed68ecde", "Npc_Attacked_010"
1209429984, "0x48166fe0", "Npc_Attacked_010_AttackedState"
1585366520, "0x5e7ec5f8", "Npc_Attacked_010_DispNameFlag"
281361165, "0x10c53b0d", "Npc_Attacked_010_TerrorState"
4101234079, "0xf473dd9f", "Npc_Attacked_011"
3867082353, "0xe67efe71", "Npc_Attacked_011_AttackedState"
3884260880, "0xe7851e10", "Npc_Attacked_011_DispNameFlag"
2378881659, "0x8dcada7b", "Npc_Attacked_011_TerrorState"
3747515996, "0xdf5e8e5c", "Npc_Attacked_012"
4143477865, "0xf6f87469", "Npc_Attacked_012_DispNameFlag"
727399839, "0x2b5b3d9f", "Npc_Attacked_012_Reward"
3623239362, "0xd7f63ec2", "Npc_Attacked_012_Saved"
2498644359, "0x94ee4987", "Npc_BackseatKorok_Air"
2772200167, "0xa53c6ae7", "Npc_BackseatKorok_Air_DispNameFlag"
3343982142, "0xc7511e3e", "Npc_BackseatKorok_Ground_DispNameFlag"
3926063213, "0xea02f86d", "Npc_Bottle_Mes001"
454976072, "0x1b1e6248", "Npc_Bottle_Mes001_DispNameFlag"
1496569298, "0x5933d5d2", "Npc_Bowling"
2445672885, "0x91c601b5", "Npc_Bowling_DispNameFlag"
304767725, "0x122a62ed", "NPC_CaptionVoice"
1818382893, "0x6c62522d", "Npc_Challenge093Lady"
2409447652, "0x8f9d40e4", "Npc_Challenge093Lady_DispNameFlag"
1073735371, "0x3fffe6cb", "NPC_Common_%s"
1538216158, "0x5baf50de", "NPC_Common_Korok"
3337165047, "0xc6e918f7", "Npc_DeathEastHatago_001"
751584246, "0x2ccc43f6", "Npc_DeathEastHatago_001_DispNameFlag"
3989064500, "0xedc44b34", "Npc_DeathEastHatago_002"
1035020687, "0x3db1298f", "Npc_DeathEastHatago_002_DispNameFlag"
4108286581, "0xf4df7a75", "Npc_DeathEastHatago_003"
2219504231, "0x844af267", "Npc_DeathEastHatago_003_DispNameFlag"
549101873, "0x20baa131", "Npc_DeathMt001"
2737409521, "0xa3298df1", "Npc_DeathMt001_DispNameFlag"
411888369, "0x188ceaf1", "Npc_DeathWestHatago_002"
1153722656, "0x44c46920", "Npc_DeathWestHatago_002_DispNameFlag"
1588928352, "0x5eb51f60", "Npc_DemonStatue_ClearSeal"
2803522192, "0xa71a5a90", "NPC_DRCVoice"
2903562428, "0xad10d8bc", "NPC_DRCVoice_DispNameFlag"
3074164026, "0xb73c053a", "Npc_DressFairy_00"
2201211257, "0x8333d179", "Npc_DressFairy_00_DispNameFlag"
2921804923, "0xae27347b", "Npc_DressFairy_01"
986188433, "0x3ac80a91", "Npc_DressFairy_01_DispNameFlag"
2232051640, "0x850a67b8", "Npc_DressFairy_02"
733307112, "0x2bb560e8", "Npc_DressFairy_02_DispNameFlag"
2618382073, "0x9c1156f9", "Npc_DressFairy_03"
2454633216, "0x924ebb00", "Npc_DressFairy_03_DispNameFlag"
2276476674, "0x87b04702", "Npc_DungeonPriest001"
877778003, "0x3451d453", "Npc_DungeonPriestDlc001"
528254864, "0x1f7c8790", "Npc_DungeonPriestDlc002"
107460305, "0x0667b6d1", "Npc_DungeonPriestDlc003"
1227235350, "0x49262016", "Npc_DungeonPriestDlc004"
1346179415, "0x503d1157", "Npc_DungeonPriestDlc005"
2064663188, "0x7b104294", "Npc_DungeonPriestDlc006"
1644917717, "0x620b73d5", "Npc_DungeonPriestDlc007"
1993078149, "0x76cbf585", "Npc_Fairy_Horse"
3803746538, "0xe2b890ea", "Npc_Fairy_Protection_000"
4221804971, "0xfba3a1ab", "Npc_Fairy_Protection_001"
3499029096, "0xd08ef268", "Npc_Fairy_Protection_002"
3382035241, "0xc995c329", "Npc_Fairy_Protection_003"
3241038158, "0xc12e514e", "Npc_Farmer_M"
1896065941, "0x7103ab95", "Npc_Farmer_W"
2744126559, "0xa3900c5f", "Npc_FaronHatago_001"
3630468024, "0xd8648bb8", "Npc_FaronHatago_001_DispNameFlag"
2032340397, "0x79230dad", "Npc_FaronWoods001"
3076074509, "0xb7592c0d", "Npc_FaronWoods001_DispNameFlag"
1259695919, "0x4b156f2f", "Npc_FaronWoods003"
534748572, "0x1fdf9d9c", "Npc_FaronWoods003_DispNameFlag"
3870259533, "0xe6af794d", "Npc_FaronWoods003_IsTalked"
912431978, "0x36629b6a", "Npc_FaronWoods006"
743973655, "0x2c582317", "Npc_FaronWoods006_DispNameFlag"
796502571, "0x2f79aa2b", "Npc_FaronWoods007"
2510551295, "0x95a3f8ff", "Npc_FaronWoods007_DispNameFlag"
2833364708, "0xa8e1b6e4", "Npc_FaronWoods008"
3240835938, "0xc12b3b62", "Npc_FaronWoods008_DispNameFlag"
2985985957, "0xb1fa87a5", "Npc_FaronWoods009"
2026954890, "0x78d0e08a", "Npc_FaronWoods009_DispNameFlag"
1643796187, "0x61fa56db", "Npc_FaronWoods010"
2697619060, "0xa0ca6674", "Npc_FaronWoods010_DispNameFlag"
3220088133, "0xbfeea545", "Npc_FarthestIsland002"
581295454, "0x22a5dd5e", "Npc_FarthestIsland002_DispNameFlag"
3837456499, "0xe4baf073", "Npc_FirstColony004"
2826047913, "0xa87211a9", "Npc_FirstColony004_DispNameFlag"
4168552592, "0xf8771090", "Npc_FirstColony004_talk"
4139734764, "0xf6bf56ec", "Npc_Flower"
3884905081, "0xe78ef279", "Npc_FollowGoron"
203785334, "0x0c258476", "Npc_Gaman01"
654890933, "0x2708d7b5", "Npc_Gaman02"
1041491700, "0x3e13e6f4", "Npc_Gaman03"
2421930277, "0x905bb925", "Npc_GamanBrothers"
3995470341, "0xee260a05", "Npc_Gerudo_Champion"
1588658721, "0x5eb10221", "Npc_Gerudo_FruitMelon_A"
958562197, "0x39227f95", "Npc_Gerudo_FruitMelon_A_Trash"
1638830037, "0x61ae8fd5", "Npc_Gerudo_FruitMelon_A_Trash_Drift"
3630597497, "0xd8668579", "Npc_Gerudo_G"
3327303857, "0xc652a0b1", "Npc_Gerudo_General"
4069814458, "0xf29470ba", "Npc_Gerudo_Hero"
2750802064, "0xa3f5e890", "Npc_Gerudo_Hero_Low"
2607394879, "0x9b69b03f", "Npc_Gerudo_Jolien"
2508750039, "0x95887cd7", "Npc_Gerudo_LiquorBottle"
579431923, "0x22896df3", "Npc_Gerudo_M"
1829533077, "0x6d0c7595", "Npc_Gerudo_Promoter"
747984554, "0x2c9556aa", "Npc_Gerudo_Promoter_Staff"
2623555827, "0x9c6048f3", "Npc_Gerudo_Queen"
2698599058, "0xa0d95a92", "Npc_Gerudo_Shopkeeper_000"
3116526547, "0xb9c26bd3", "Npc_Gerudo_Shopkeeper_001"
2460260136, "0x92a49728", "Npc_Gerudo_W"
1235408164, "0x49a2d524", "Npc_Gerudo_Wedding"
203930278, "0x0c27baa6", "Npc_Gerudo_Y"
443392656, "0x1a6da290", "Npc_GerudoCanyonHatago001"
1132464047, "0x438007af", "Npc_GerudoCanyonHatago001_DispNameFlag"
4275829997, "0xfedbfced", "Npc_GerudoDesert001"
3794111372, "0xe2258b8c", "Npc_GerudoDesert001_DispNameFlag"
3589713710, "0xd5f6af2e", "Npc_GerudoDesert002"
4082688501, "0xf358e1f5", "Npc_GerudoDesert002_DispNameFlag"
3438124655, "0xcced9e6f", "Npc_GerudoDesert003"
1252211229, "0x4aa33a1d", "Npc_GerudoDesert003_DispNameFlag"
2209089704, "0x83ac08a8", "Npc_GerudoDesert004"
3517068551, "0xd1a23507", "Npc_GerudoDesert004_DispNameFlag"
239998047, "0x0e4e145f", "Npc_gerudovalley001"
3556725350, "0xd3ff5266", "Npc_gerudovalley001_DispNameFlag"
1543944929, "0x5c06bae1", "Npc_Goddess_UtuwaSum"
2319788011, "0x8a4527eb", "NPC_GodVoice"
2290758595, "0x888a33c3", "Npc_Goron"
2318036951, "0x8a2a6fd7", "Npc_goron001"
1940770087, "0x73adcd27", "Npc_goron001_DispNameFlag"
2701605908, "0xa1073c14", "Npc_goron002"
1657841502, "0x62d0a75e", "Npc_goron002_DispNameFlag"
3088846165, "0xb81c0d55", "Npc_goron003"
2787524762, "0xa626409a", "NPC_Goron003_Boss"
3677060278, "0xdb2b7cb6", "Npc_goron003_DispNameFlag"
4150107026, "0xf75d9b92", "Npc_goron004"
1076523948, "0x402a73ac", "Npc_goron004_DispNameFlag"
1823942768, "0x6cb72870", "Npc_Goron005"
1900952199, "0x714e3a87", "Npc_Goron005_DispNameFlag"
1201306547, "0x479a7bb3", "Npc_Goron006"
1613975806, "0x603350fe", "Npc_Goron006_DispNameFlag"
3221383036, "0xc002677c", "Npc_Goron009"
268613122, "0x1002b602", "Npc_Goron010"
152667971, "0x09198743", "Npc_Goron011"
1432014453, "0x555ace75", "Npc_Goron011_DispNameFlag"
573887616, "0x2234d480", "Npc_Goron012"
726713299, "0x2b50c3d3", "NPC_Goron012_City"
1143448588, "0x4427a40c", "Npc_Goron012_DispNameFlag"
992994753, "0x3b2fe5c1", "Npc_Goron013"
4259086308, "0xfddc7fe4", "Npc_Goron013_DispNameFlag"
1953395462, "0x746e7306", "Npc_Goron014"
1725788414, "0x66dd70fe", "Npc_Goron014_DispNameFlag"
955472113, "0x38f358f1", "NPC_Goron014_HeroTalk"
1836401223, "0x6d754247", "Npc_Goron015"
3743853334, "0xdf26ab16", "Npc_Goron015_DispNameFlag"
1180176772, "0x46581184", "Npc_Goron016"
3462119791, "0xce5bc16f", "Npc_Goron016_DispNameFlag"
1598234821, "0x5f4320c5", "Npc_Goron017"
2006981255, "0x77a01a87", "Npc_Goron017_DispNameFlag"
368424100, "0x15f5b4a4", "NPC_Goron017_Select"
3638246410, "0xd8db3c0a", "Npc_Goron018"
589879578, "0x2328d91a", "Npc_Goron018_DispNameFlag"
306448475, "0x1244085b", "Npc_Goron020"
1906269474, "0x719f5d22", "Npc_Goron020_2"
3312034159, "0xc569a16f", "Npc_Goron020_DispNameFlag"
190789914, "0x0b5f391a", "Npc_Goron021"
2089974407, "0x7c927a87", "Npc_Goron021_DispNameFlag"
544369369, "0x20726ad9", "Npc_Goron022"
1844383998, "0x6def10fe", "Npc_Goron022_DispNameFlag"
3025488616, "0xb4554ae8", "NPC_Goron022_Select"
963206040, "0x39695b98", "Npc_Goron023"
3558132502, "0xd414cb16", "Npc_Goron023_DispNameFlag"
1865677854, "0x6f33fc1e", "Npc_Goron025"
4142800868, "0xf6ee1fe4", "Npc_Goron025_DispNameFlag"
3337563518, "0xc6ef2d7e", "Npc_goron026"
1863116638, "0x6f0ce75e", "Npc_goron026_DispNameFlag"
327574124, "0x1386626c", "Npc_Goron030"
1795240190, "0x6b0130fe", "Npc_Goron030_DispNameFlag"
1911932211, "0x71f5c533", "NPC_Goron030_Yunbo"
178082605, "0x0a9d532d", "Npc_Goron031"
3539659542, "0xd2faeb16", "Npc_Goron031_DispNameFlag"
565182702, "0x21b000ee", "Npc_Goron032"
3280437615, "0xc387816f", "Npc_Goron032_DispNameFlag"
